32 primary inputs
32 primary outputs
256 AND gates
32 NOT gates
2128 NOR gates

Fanout...
AND-545: OUTPUT-545
NOR-1581: OUTPUT-1581
NOR-1901: OUTPUT-1901
NOR-2223: OUTPUT-2223
NOR-2548: OUTPUT-2548
NOR-2877: OUTPUT-2877
NOR-3211: OUTPUT-3211
NOR-3552: OUTPUT-3552
NOR-3895: OUTPUT-3895
NOR-4241: OUTPUT-4241
NOR-4591: OUTPUT-4591
NOR-4946: OUTPUT-4946
NOR-5308: OUTPUT-5308
NOR-5672: OUTPUT-5672
NOR-5971: OUTPUT-5971
NOR-6123: OUTPUT-6123
NOR-6150: OUTPUT-6150
NOR-6160: OUTPUT-6160
NOR-6170: OUTPUT-6170
NOR-6180: OUTPUT-6180
NOR-6190: OUTPUT-6190
NOR-6200: OUTPUT-6200
NOR-6210: OUTPUT-6210
NOR-6220: OUTPUT-6220
NOR-6230: OUTPUT-6230
NOR-6240: OUTPUT-6240
NOR-6250: OUTPUT-6250
NOR-6260: OUTPUT-6260
NOR-6270: OUTPUT-6270
NOR-6280: OUTPUT-6280
NOR-6287: OUTPUT-6287
NOR-6288: OUTPUT-6288
AND-546: NOR-1446, NOR-1507
NOR-5467: NOR-5526, NOR-5527, NOR-5715
NOR-5471: NOR-5528
NOR-5472: NOR-5528
NOR-5473: NOR-5531, NOR-5594
NOR-5476: NOR-5535, NOR-5536, NOR-5537
NOR-5480: NOR-5540, NOR-5606
NOR-5483: NOR-5544, NOR-5611
NOR-5486: NOR-5548, NOR-5616
NOR-5489: NOR-5552, NOR-5553, NOR-5554
NOR-5493: NOR-5557
NOR-5494: NOR-5557
NOR-5495: NOR-5560, NOR-5629
NOR-5498: NOR-5560, NOR-5628
NOR-5501: NOR-5564, NOR-5565, NOR-5749
NOR-5505: NOR-5566
NOR-5506: NOR-5566
NOR-5507: NOR-5569, NOR-5637
NOR-5510: NOR-5573, NOR-5574, NOR-5575
NOR-5514: NOR-5578
NOR-5515: NOR-5578
NOR-5516: NOR-5581, NOR-5650
NOR-5519: NOR-5581, NOR-5649
NOR-5522: NOR-5585, NOR-5586, NOR-5770
NOR-5526: NOR-5587
NOR-5527: NOR-5587
NOR-5528: NOR-5590, NOR-5658
NOR-5531: NOR-5594, NOR-5595, NOR-5596
NOR-5535: NOR-5599
NOR-5536: NOR-5599
NOR-5537: NOR-5602, NOR-5671
NOR-5540: NOR-5606, NOR-5607, NOR-5608
NOR-5544: NOR-5611, NOR-5612, NOR-5613
NOR-5548: NOR-5616, NOR-5617, NOR-5618
NOR-5552: NOR-5621
NOR-5553: NOR-5621
NOR-5554: NOR-5624, NOR-5684
NOR-5557: NOR-5624, NOR-5683
NOR-5560: NOR-5628, NOR-5629, NOR-5798
NOR-5564: NOR-5630
NOR-5565: NOR-5630
NOR-5566: NOR-5633, NOR-5692
NOR-5569: NOR-5637, NOR-5638, NOR-5639
NOR-5573: NOR-5642
NOR-5574: NOR-5642
NOR-5575: NOR-5645, NOR-5705
NOR-5578: NOR-5645, NOR-5704
NOR-5581: NOR-5649, NOR-5650, NOR-5819
NOR-5585: NOR-5651
NOR-5586: NOR-5651
NOR-5587: NOR-5654, NOR-5713
NOR-5590: NOR-5658, NOR-5659, NOR-5660
NOR-5594: NOR-5663
NOR-5595: NOR-5663
NOR-5596: NOR-5666, NOR-5726
NOR-5599: NOR-5666, NOR-5725
NOR-5602: NOR-5670, NOR-5671, NOR-6287
NOR-5606: NOR-5672
NOR-5607: NOR-5672
NOR-5608: NOR-5730, NOR-5786
NOR-5611: NOR-5673
NOR-5612: NOR-5673
NOR-5613: NOR-5734, NOR-5788
NOR-5616: NOR-5676
NOR-5617: NOR-5676
NOR-5618: NOR-5679, NOR-5739
NOR-5621: NOR-5679, NOR-5738
NOR-5624: NOR-5683, NOR-5684, NOR-5846
NOR-5628: NOR-5685
NOR-5629: NOR-5685
NOR-5630: NOR-5688, NOR-5747
NOR-5633: NOR-5692, NOR-5693, NOR-5694
NOR-5637: NOR-5697
NOR-5638: NOR-5697
NOR-5639: NOR-5700, NOR-5760
NOR-5642: NOR-5700, NOR-5759
NOR-5645: NOR-5704, NOR-5705, NOR-5867
NOR-5649: NOR-5706
NOR-5650: NOR-5706
NOR-5651: NOR-5709, NOR-5768
NOR-5654: NOR-5713, NOR-5714, NOR-5715
NOR-5658: NOR-5718
NOR-5659: NOR-5718
NOR-5660: NOR-5721, NOR-5781
NOR-5663: NOR-5721, NOR-5780
NOR-5666: NOR-5725, NOR-5726, NOR-6277
NOR-5670: NOR-5727
NOR-5671: NOR-5727
NOR-5673: NOR-5730, NOR-5785
NOR-5676: NOR-5734, NOR-5787
NOR-5679: NOR-5738, NOR-5739, NOR-5892
NOR-5683: NOR-5740
NOR-5684: NOR-5740
NOR-5685: NOR-5743, NOR-5796
NOR-5688: NOR-5747, NOR-5748, NOR-5749
NOR-5692: NOR-5752
NOR-5693: NOR-5752
NOR-5694: NOR-5755, NOR-5809
NOR-5697: NOR-5755, NOR-5808
NOR-5700: NOR-5759, NOR-5760, NOR-5913
NOR-5704: NOR-5761
NOR-5705: NOR-5761
NOR-5706: NOR-5764, NOR-5817
NOR-5709: NOR-5768, NOR-5769, NOR-5770
NOR-5713: NOR-5773
NOR-5714: NOR-5773
NOR-5715: NOR-5776, NOR-5830
NOR-5718: NOR-5776, NOR-5829
NOR-5721: NOR-5780, NOR-5781, NOR-6267
NOR-5725: NOR-5782
NOR-5726: NOR-5782
NOR-5727: NOR-6281, NOR-6285
NOR-5730: NOR-5785, NOR-5786, NOR-5930
NOR-5734: NOR-5787, NOR-5788, NOR-5935
NOR-5738: NOR-5789
NOR-5739: NOR-5789
NOR-5740: NOR-5792, NOR-5844
NOR-5743: NOR-5796, NOR-5797, NOR-5798
NOR-5747: NOR-5801
NOR-5748: NOR-5801
NOR-5749: NOR-5804, NOR-5857
NOR-5752: NOR-5804, NOR-5856
NOR-5755: NOR-5808, NOR-5809, NOR-5956
NOR-5759: NOR-5810
NOR-5760: NOR-5810
NOR-5761: NOR-5813, NOR-5865
NOR-5764: NOR-5817, NOR-5818, NOR-5819
NOR-5768: NOR-5822
NOR-5769: NOR-5822
NOR-5770: NOR-5825, NOR-5878
NOR-5773: NOR-5825, NOR-5877
NOR-5776: NOR-5829, NOR-5830, NOR-6257
NOR-5780: NOR-5831
NOR-5781: NOR-5831
NOR-5782: NOR-6271, NOR-6275
NOR-5785: NOR-5834
NOR-5786: NOR-5834
NOR-5787: NOR-5837
NOR-5788: NOR-5837
NOR-5789: NOR-5840, NOR-5890
NOR-5792: NOR-5844, NOR-5845, NOR-5846
NOR-5796: NOR-5849
NOR-5797: NOR-5849
NOR-5798: NOR-5852, NOR-5903
NOR-5801: NOR-5852, NOR-5902
NOR-5804: NOR-5856, NOR-5857, NOR-5990
NOR-5808: NOR-5858
NOR-5809: NOR-5858
NOR-5810: NOR-5861, NOR-5911
NOR-5813: NOR-5865, NOR-5866, NOR-5867
NOR-5817: NOR-5870
NOR-5818: NOR-5870
NOR-5819: NOR-5873, NOR-5924
NOR-5822: NOR-5873, NOR-5923
NOR-5825: NOR-5877, NOR-5878, NOR-6247
NOR-5829: NOR-5879
NOR-5830: NOR-5879
NOR-5831: NOR-6261, NOR-6265
NOR-5834: NOR-5882, NOR-5928
NOR-5837: NOR-5886, NOR-5933
NOR-5840: NOR-5890, NOR-5891, NOR-5892
NOR-5844: NOR-5895
NOR-5845: NOR-5895
NOR-5846: NOR-5898, NOR-5946
NOR-5849: NOR-5898, NOR-5945
NOR-5852: NOR-5902, NOR-5903, NOR-6020
NOR-5856: NOR-5904
NOR-5857: NOR-5904
NOR-5858: NOR-5907, NOR-5954
NOR-5861: NOR-5911, NOR-5912, NOR-5913
NOR-5865: NOR-5916
NOR-5866: NOR-5916
NOR-5867: NOR-5919, NOR-5967
NOR-5870: NOR-5919, NOR-5966
NOR-5873: NOR-5923, NOR-5924, NOR-6237
NOR-5877: NOR-5925
NOR-5878: NOR-5925
NOR-5879: NOR-6251, NOR-6255
NOR-5882: NOR-5928, NOR-5929, NOR-5930
NOR-5886: NOR-5933, NOR-5934, NOR-5935
NOR-5890: NOR-5938
NOR-5891: NOR-5938
NOR-5892: NOR-5941, NOR-5980
NOR-5895: NOR-5941, NOR-5979
NOR-5898: NOR-5945, NOR-5946, NOR-6046
NOR-5902: NOR-5947
NOR-5903: NOR-5947
NOR-5904: NOR-5950, NOR-5988
NOR-5907: NOR-5954, NOR-5955, NOR-5956
NOR-5911: NOR-5959
NOR-5912: NOR-5959
NOR-5913: NOR-5962, NOR-6001
NOR-5916: NOR-5962, NOR-6000
NOR-5919: NOR-5966, NOR-5967, NOR-6227
NOR-5923: NOR-5968
NOR-5924: NOR-5968
NOR-5925: NOR-6241, NOR-6245
NOR-5928: NOR-5971
NOR-5929: NOR-5971
NOR-5930: NOR-6005, NOR-6036
NOR-5933: NOR-5972
NOR-5934: NOR-5972
NOR-5935: NOR-5975, NOR-6010
NOR-5938: NOR-5975, NOR-6009
NOR-5941: NOR-5979, NOR-5980, NOR-6070
NOR-5945: NOR-5981
NOR-5946: NOR-5981
NOR-5947: NOR-5984, NOR-6018
NOR-5950: NOR-5988, NOR-5989, NOR-5990
NOR-5954: NOR-5993
NOR-5955: NOR-5993
NOR-5956: NOR-5996, NOR-6031
NOR-5959: NOR-5996, NOR-6030
NOR-5962: NOR-6000, NOR-6001, NOR-6217
NOR-5966: NOR-6002
NOR-5967: NOR-6002
NOR-5968: NOR-6231, NOR-6235
NOR-5972: NOR-6005, NOR-6035
NOR-5975: NOR-6009, NOR-6010, NOR-6091
NOR-5979: NOR-6011
NOR-5980: NOR-6011
NOR-5981: NOR-6014, NOR-6044
NOR-5984: NOR-6018, NOR-6019, NOR-6020
NOR-5988: NOR-6023
NOR-5989: NOR-6023
NOR-5990: NOR-6026, NOR-6057
NOR-5993: NOR-6026, NOR-6056
NOR-5996: NOR-6030, NOR-6031, NOR-6207
NOR-6000: NOR-6032
NOR-6001: NOR-6032
NOR-6002: NOR-6221, NOR-6225
NOR-6005: NOR-6035, NOR-6036, NOR-6108
NOR-6009: NOR-6037
NOR-6010: NOR-6037
NOR-6011: NOR-6040, NOR-6068
NOR-6014: NOR-6044, NOR-6045, NOR-6046
NOR-6018: NOR-6049
NOR-6019: NOR-6049
NOR-6020: NOR-6052, NOR-6081
NOR-6023: NOR-6052, NOR-6080
NOR-6026: NOR-6056, NOR-6057, NOR-6197
NOR-6030: NOR-6058
NOR-6031: NOR-6058
NOR-6032: NOR-6211, NOR-6215
NOR-6035: NOR-6061
NOR-6036: NOR-6061
NOR-6037: NOR-6064, NOR-6089
NOR-6040: NOR-6068, NOR-6069, NOR-6070
NOR-6044: NOR-6073
NOR-6045: NOR-6073
NOR-6046: NOR-6076, NOR-6102
NOR-6049: NOR-6076, NOR-6101
NOR-6052: NOR-6080, NOR-6081, NOR-6187
NOR-6056: NOR-6082
NOR-6057: NOR-6082
NOR-6058: NOR-6201, NOR-6205
NOR-6061: NOR-6085, NOR-6106
NOR-6064: NOR-6089, NOR-6090, NOR-6091
NOR-6068: NOR-6094
NOR-6069: NOR-6094
NOR-6070: NOR-6097, NOR-6119
NOR-6073: NOR-6097, NOR-6118
NOR-6076: NOR-6101, NOR-6102, NOR-6177
NOR-6080: NOR-6103
NOR-6081: NOR-6103
NOR-6082: NOR-6191, NOR-6195
NOR-6085: NOR-6106, NOR-6107, NOR-6108
NOR-6089: NOR-6111
NOR-6090: NOR-6111
NOR-6091: NOR-6114, NOR-6129
NOR-6094: NOR-6114, NOR-6128
NOR-6097: NOR-6118, NOR-6119, NOR-6167
NOR-6101: NOR-6120
NOR-6102: NOR-6120
NOR-6103: NOR-6181, NOR-6185
NOR-6106: NOR-6123
NOR-6107: NOR-6123
NOR-6108: NOR-6124, NOR-6134
NOR-6111: NOR-6124, NOR-6133
NOR-6114: NOR-6128, NOR-6129, NOR-6157
NOR-6118: NOR-6130
NOR-6119: NOR-6130
NOR-6120: NOR-6171, NOR-6175
NOR-6124: NOR-6133, NOR-6134, NOR-6147
NOR-6128: NOR-6135
NOR-6129: NOR-6135
NOR-6130: NOR-6161, NOR-6165
NOR-6133: NOR-6138
NOR-6134: NOR-6138
NOR-6135: NOR-6151, NOR-6155
NOR-6138: NOT-6141, NOR-6145
NOT-6141: NOR-6145, NOT-6146, NOR-6147
NOR-6145: NOR-6150
NOT-6146: NOR-6150
NOR-6147: NOR-6151, NOR-6156
NOR-6151: NOR-6155, NOR-6156, NOR-6157
NOR-6155: NOR-6160
NOR-6156: NOR-6160
NOR-6157: NOR-6161, NOR-6166
NOR-6161: NOR-6165, NOR-6166, NOR-6167
NOR-6165: NOR-6170
NOR-6166: NOR-6170
NOR-6167: NOR-6171, NOR-6176
NOR-6171: NOR-6175, NOR-6176, NOR-6177
NOR-6175: NOR-6180
NOR-6176: NOR-6180
NOR-6177: NOR-6181, NOR-6186
NOR-6181: NOR-6185, NOR-6186, NOR-6187
NOR-6185: NOR-6190
NOR-6186: NOR-6190
NOR-6187: NOR-6191, NOR-6196
NOR-6191: NOR-6195, NOR-6196, NOR-6197
NOR-6195: NOR-6200
NOR-6196: NOR-6200
NOR-6197: NOR-6201, NOR-6206
NOR-6201: NOR-6205, NOR-6206, NOR-6207
NOR-6205: NOR-6210
NOR-6206: NOR-6210
NOR-6207: NOR-6211, NOR-6216
NOR-6211: NOR-6215, NOR-6216, NOR-6217
NOR-6215: NOR-6220
NOR-6216: NOR-6220
NOR-6217: NOR-6221, NOR-6226
NOR-6221: NOR-6225, NOR-6226, NOR-6227
NOR-6225: NOR-6230
NOR-6226: NOR-6230
NOR-6227: NOR-6231, NOR-6236
NOR-6231: NOR-6235, NOR-6236, NOR-6237
NOR-6235: NOR-6240
NOR-6236: NOR-6240
NOR-6237: NOR-6241, NOR-6246
NOR-6241: NOR-6245, NOR-6246, NOR-6247
NOR-6245: NOR-6250
NOR-6246: NOR-6250
NOR-6247: NOR-6251, NOR-6256
NOR-6251: NOR-6255, NOR-6256, NOR-6257
NOR-6255: NOR-6260
NOR-6256: NOR-6260
NOR-6257: NOR-6261, NOR-6266
NOR-6261: NOR-6265, NOR-6266, NOR-6267
NOR-6265: NOR-6270
NOR-6266: NOR-6270
NOR-6267: NOR-6271, NOR-6276
NOR-6271: NOR-6275, NOR-6276, NOR-6277
NOR-6275: NOR-6280
NOR-6276: NOR-6280
NOR-6277: NOR-6281, NOR-6286
NOR-6281: NOR-6285, NOR-6286, NOR-6287
NOR-6285: NOR-6288
NOR-6286: NOR-6288

Fanin...
AND-545: INPUT-1, INPUT-273
NOR-1581: NOR-1506, NOR-1507
NOR-1901: NOR-1824, NOR-1825
NOR-2223: NOR-2149, NOR-2150
NOR-2548: NOR-2476, NOR-2477
NOR-2877: NOR-2806, NOR-2807
NOR-3211: NOR-3140, NOR-3141
NOR-3552: NOR-3479, NOR-3480
NOR-3895: NOR-3825, NOR-3826
NOR-4241: NOR-4173, NOR-4174
NOR-4591: NOR-4524, NOR-4525
NOR-4946: NOR-4879, NOR-4880
NOR-5308: NOR-5239, NOR-5240
NOR-5672: NOR-5606, NOR-5607
NOR-5971: NOR-5928, NOR-5929
NOR-6123: NOR-6106, NOR-6107
NOR-6150: NOR-6145, NOT-6146
NOR-6160: NOR-6155, NOR-6156
NOR-6170: NOR-6165, NOR-6166
NOR-6180: NOR-6175, NOR-6176
NOR-6190: NOR-6185, NOR-6186
NOR-6200: NOR-6195, NOR-6196
NOR-6210: NOR-6205, NOR-6206
NOR-6220: NOR-6215, NOR-6216
NOR-6230: NOR-6225, NOR-6226
NOR-6240: NOR-6235, NOR-6236
NOR-6250: NOR-6245, NOR-6246
NOR-6260: NOR-6255, NOR-6256
NOR-6270: NOR-6265, NOR-6266
NOR-6280: NOR-6275, NOR-6276
NOR-6287: NOR-5602, NOR-6281
NOR-6288: NOR-6285, NOR-6286
AND-546: INPUT-1, INPUT-290
AND-549: INPUT-1, INPUT-307
AND-552: INPUT-1, INPUT-324
AND-555: INPUT-1, INPUT-341
AND-558: INPUT-1, INPUT-358
AND-561: INPUT-1, INPUT-375
AND-564: INPUT-1, INPUT-392
AND-567: INPUT-1, INPUT-409
AND-570: INPUT-1, INPUT-426
AND-573: INPUT-1, INPUT-443
AND-576: INPUT-1, INPUT-460
AND-579: INPUT-1, INPUT-477
AND-582: INPUT-1, INPUT-494
AND-585: INPUT-1, INPUT-511
AND-588: INPUT-1, INPUT-528
AND-591: INPUT-18, INPUT-273
AND-594: INPUT-18, INPUT-290
AND-597: INPUT-18, INPUT-307
AND-600: INPUT-18, INPUT-324
AND-603: INPUT-18, INPUT-341
AND-606: INPUT-18, INPUT-358
AND-609: INPUT-18, INPUT-375
AND-612: INPUT-18, INPUT-392
AND-615: INPUT-18, INPUT-409
AND-618: INPUT-18, INPUT-426
AND-621: INPUT-18, INPUT-443
AND-624: INPUT-18, INPUT-460
AND-627: INPUT-18, INPUT-477
AND-630: INPUT-18, INPUT-494
AND-633: INPUT-18, INPUT-511
AND-636: INPUT-18, INPUT-528
AND-639: INPUT-35, INPUT-273
AND-642: INPUT-35, INPUT-290
AND-645: INPUT-35, INPUT-307
AND-648: INPUT-35, INPUT-324
AND-651: INPUT-35, INPUT-341
AND-654: INPUT-35, INPUT-358
AND-657: INPUT-35, INPUT-375
AND-660: INPUT-35, INPUT-392
AND-663: INPUT-35, INPUT-409
AND-666: INPUT-35, INPUT-426
AND-669: INPUT-35, INPUT-443
AND-672: INPUT-35, INPUT-460
AND-675: INPUT-35, INPUT-477
AND-678: INPUT-35, INPUT-494
AND-681: INPUT-35, INPUT-511
AND-684: INPUT-35, INPUT-528
AND-687: INPUT-52, INPUT-273
AND-690: INPUT-52, INPUT-290
AND-693: INPUT-52, INPUT-307
AND-696: INPUT-52, INPUT-324
AND-699: INPUT-52, INPUT-341
AND-702: INPUT-52, INPUT-358
AND-705: INPUT-52, INPUT-375
AND-708: INPUT-52, INPUT-392
AND-711: INPUT-52, INPUT-409
AND-714: INPUT-52, INPUT-426
AND-717: INPUT-52, INPUT-443
AND-720: INPUT-52, INPUT-460
AND-723: INPUT-52, INPUT-477
AND-726: INPUT-52, INPUT-494
AND-729: INPUT-52, INPUT-511
AND-732: INPUT-52, INPUT-528
AND-735: INPUT-69, INPUT-273
AND-738: INPUT-69, INPUT-290
AND-741: INPUT-69, INPUT-307
AND-744: INPUT-69, INPUT-324
AND-747: INPUT-69, INPUT-341
AND-750: INPUT-69, INPUT-358
AND-753: INPUT-69, INPUT-375
AND-756: INPUT-69, INPUT-392
AND-759: INPUT-69, INPUT-409
AND-762: INPUT-69, INPUT-426
AND-765: INPUT-69, INPUT-443
AND-768: INPUT-69, INPUT-460
AND-771: INPUT-69, INPUT-477
AND-774: INPUT-69, INPUT-494
AND-777: INPUT-69, INPUT-511
AND-780: INPUT-69, INPUT-528
AND-783: INPUT-86, INPUT-273
AND-786: INPUT-86, INPUT-290
AND-789: INPUT-86, INPUT-307
AND-792: INPUT-86, INPUT-324
AND-795: INPUT-86, INPUT-341
AND-798: INPUT-86, INPUT-358
AND-801: INPUT-86, INPUT-375
AND-804: INPUT-86, INPUT-392
AND-807: INPUT-86, INPUT-409
AND-810: INPUT-86, INPUT-426
AND-813: INPUT-86, INPUT-443
AND-816: INPUT-86, INPUT-460
AND-819: INPUT-86, INPUT-477
AND-822: INPUT-86, INPUT-494
AND-825: INPUT-86, INPUT-511
AND-828: INPUT-86, INPUT-528
AND-831: INPUT-103, INPUT-273
AND-834: INPUT-103, INPUT-290
AND-837: INPUT-103, INPUT-307
AND-840: INPUT-103, INPUT-324
AND-843: INPUT-103, INPUT-341
AND-846: INPUT-103, INPUT-358
AND-849: INPUT-103, INPUT-375
AND-852: INPUT-103, INPUT-392
AND-855: INPUT-103, INPUT-409
AND-858: INPUT-103, INPUT-426
AND-861: INPUT-103, INPUT-443
AND-864: INPUT-103, INPUT-460
AND-867: INPUT-103, INPUT-477
AND-870: INPUT-103, INPUT-494
AND-873: INPUT-103, INPUT-511
AND-876: INPUT-103, INPUT-528
AND-879: INPUT-120, INPUT-273
AND-882: INPUT-120, INPUT-290
AND-885: INPUT-120, INPUT-307
AND-888: INPUT-120, INPUT-324
AND-891: INPUT-120, INPUT-341
AND-894: INPUT-120, INPUT-358
AND-897: INPUT-120, INPUT-375
AND-900: INPUT-120, INPUT-392
AND-903: INPUT-120, INPUT-409
AND-906: INPUT-120, INPUT-426
AND-909: INPUT-120, INPUT-443
AND-912: INPUT-120, INPUT-460
AND-915: INPUT-120, INPUT-477
AND-918: INPUT-120, INPUT-494
AND-921: INPUT-120, INPUT-511
AND-924: INPUT-120, INPUT-528
AND-927: INPUT-137, INPUT-273
AND-930: INPUT-137, INPUT-290
AND-933: INPUT-137, INPUT-307
AND-936: INPUT-137, INPUT-324
AND-939: INPUT-137, INPUT-341
AND-942: INPUT-137, INPUT-358
AND-945: INPUT-137, INPUT-375
AND-948: INPUT-137, INPUT-392
AND-951: INPUT-137, INPUT-409
AND-954: INPUT-137, INPUT-426
AND-957: INPUT-137, INPUT-443
AND-960: INPUT-137, INPUT-460
AND-963: INPUT-137, INPUT-477
AND-966: INPUT-137, INPUT-494
AND-969: INPUT-137, INPUT-511
AND-972: INPUT-137, INPUT-528
AND-975: INPUT-154, INPUT-273
AND-978: INPUT-154, INPUT-290
AND-981: INPUT-154, INPUT-307
AND-984: INPUT-154, INPUT-324
AND-987: INPUT-154, INPUT-341
AND-990: INPUT-154, INPUT-358
AND-993: INPUT-154, INPUT-375
AND-996: INPUT-154, INPUT-392
AND-999: INPUT-154, INPUT-409
AND-1002: INPUT-154, INPUT-426
AND-1005: INPUT-154, INPUT-443
AND-1008: INPUT-154, INPUT-460
AND-1011: INPUT-154, INPUT-477
AND-1014: INPUT-154, INPUT-494
AND-1017: INPUT-154, INPUT-511
AND-1020: INPUT-154, INPUT-528
AND-1023: INPUT-171, INPUT-273
AND-1026: INPUT-171, INPUT-290
AND-1029: INPUT-171, INPUT-307
AND-1032: INPUT-171, INPUT-324
AND-1035: INPUT-171, INPUT-341
AND-1038: INPUT-171, INPUT-358
AND-1041: INPUT-171, INPUT-375
AND-1044: INPUT-171, INPUT-392
AND-1047: INPUT-171, INPUT-409
AND-1050: INPUT-171, INPUT-426
AND-1053: INPUT-171, INPUT-443
AND-1056: INPUT-171, INPUT-460
AND-1059: INPUT-171, INPUT-477
AND-1062: INPUT-171, INPUT-494
AND-1065: INPUT-171, INPUT-511
AND-1068: INPUT-171, INPUT-528
AND-1071: INPUT-188, INPUT-273
AND-1074: INPUT-188, INPUT-290
AND-1077: INPUT-188, INPUT-307
AND-1080: INPUT-188, INPUT-324
AND-1083: INPUT-188, INPUT-341
AND-1086: INPUT-188, INPUT-358
AND-1089: INPUT-188, INPUT-375
AND-1092: INPUT-188, INPUT-392
AND-1095: INPUT-188, INPUT-409
AND-1098: INPUT-188, INPUT-426
AND-1101: INPUT-188, INPUT-443
AND-1104: INPUT-188, INPUT-460
AND-1107: INPUT-188, INPUT-477
AND-1110: INPUT-188, INPUT-494
AND-1113: INPUT-188, INPUT-511
AND-1116: INPUT-188, INPUT-528
AND-1119: INPUT-205, INPUT-273
AND-1122: INPUT-205, INPUT-290
AND-1125: INPUT-205, INPUT-307
AND-1128: INPUT-205, INPUT-324
AND-1131: INPUT-205, INPUT-341
AND-1134: INPUT-205, INPUT-358
AND-1137: INPUT-205, INPUT-375
AND-1140: INPUT-205, INPUT-392
AND-1143: INPUT-205, INPUT-409
AND-1146: INPUT-205, INPUT-426
AND-1149: INPUT-205, INPUT-443
AND-1152: INPUT-205, INPUT-460
AND-1155: INPUT-205, INPUT-477
AND-1158: INPUT-205, INPUT-494
AND-1161: INPUT-205, INPUT-511
AND-1164: INPUT-205, INPUT-528
AND-1167: INPUT-222, INPUT-273
AND-1170: INPUT-222, INPUT-290
AND-1173: INPUT-222, INPUT-307
AND-1176: INPUT-222, INPUT-324
AND-1179: INPUT-222, INPUT-341
AND-1182: INPUT-222, INPUT-358
AND-1185: INPUT-222, INPUT-375
AND-1188: INPUT-222, INPUT-392
AND-1191: INPUT-222, INPUT-409
AND-1194: INPUT-222, INPUT-426
AND-1197: INPUT-222, INPUT-443
AND-1200: INPUT-222, INPUT-460
AND-1203: INPUT-222, INPUT-477
AND-1206: INPUT-222, INPUT-494
AND-1209: INPUT-222, INPUT-511
AND-1212: INPUT-222, INPUT-528
AND-1215: INPUT-239, INPUT-273
AND-1218: INPUT-239, INPUT-290
AND-1221: INPUT-239, INPUT-307
AND-1224: INPUT-239, INPUT-324
AND-1227: INPUT-239, INPUT-341
AND-1230: INPUT-239, INPUT-358
AND-1233: INPUT-239, INPUT-375
AND-1236: INPUT-239, INPUT-392
AND-1239: INPUT-239, INPUT-409
AND-1242: INPUT-239, INPUT-426
AND-1245: INPUT-239, INPUT-443
AND-1248: INPUT-239, INPUT-460
AND-1251: INPUT-239, INPUT-477
AND-1254: INPUT-239, INPUT-494
AND-1257: INPUT-239, INPUT-511
AND-1260: INPUT-239, INPUT-528
AND-1263: INPUT-256, INPUT-273
AND-1266: INPUT-256, INPUT-290
AND-1269: INPUT-256, INPUT-307
AND-1272: INPUT-256, INPUT-324
AND-1275: INPUT-256, INPUT-341
AND-1278: INPUT-256, INPUT-358
AND-1281: INPUT-256, INPUT-375
AND-1284: INPUT-256, INPUT-392
AND-1287: INPUT-256, INPUT-409
AND-1290: INPUT-256, INPUT-426
AND-1293: INPUT-256, INPUT-443
AND-1296: INPUT-256, INPUT-460
AND-1299: INPUT-256, INPUT-477
AND-1302: INPUT-256, INPUT-494
AND-1305: INPUT-256, INPUT-511
AND-1308: INPUT-256, INPUT-528
NOT-1311: AND-591
NOT-1315: AND-639
NOT-1319: AND-687
NOT-1323: AND-735
NOT-1327: AND-783
NOT-1331: AND-831
NOT-1335: AND-879
NOT-1339: AND-927
NOT-1343: AND-975
NOT-1347: AND-1023
NOT-1351: AND-1071
NOT-1355: AND-1119
NOT-1359: AND-1167
NOT-1363: AND-1215
NOT-1367: AND-1263
NOR-1371: AND-591, NOT-1311
NOT-1372: NOT-1311
NOR-1373: AND-639, NOT-1315
NOT-1374: NOT-1315
NOR-1375: AND-687, NOT-1319
NOT-1376: NOT-1319
NOR-1377: AND-735, NOT-1323
NOT-1378: NOT-1323
NOR-1379: AND-783, NOT-1327
NOT-1380: NOT-1327
NOR-1381: AND-831, NOT-1331
NOT-1382: NOT-1331
NOR-1383: AND-879, NOT-1335
NOT-1384: NOT-1335
NOR-1385: AND-927, NOT-1339
NOT-1386: NOT-1339
NOR-1387: AND-975, NOT-1343
NOT-1388: NOT-1343
NOR-1389: AND-1023, NOT-1347
NOT-1390: NOT-1347
NOR-1391: AND-1071, NOT-1351
NOT-1392: NOT-1351
NOR-1393: AND-1119, NOT-1355
NOT-1394: NOT-1355
NOR-1395: AND-1167, NOT-1359
NOT-1396: NOT-1359
NOR-1397: AND-1215, NOT-1363
NOT-1398: NOT-1363
NOR-1399: AND-1263, NOT-1367
NOT-1400: NOT-1367
NOR-1401: NOR-1371, NOT-1372
NOR-1404: NOR-1373, NOT-1374
NOR-1407: NOR-1375, NOT-1376
NOR-1410: NOR-1377, NOT-1378
NOR-1413: NOR-1379, NOT-1380
NOR-1416: NOR-1381, NOT-1382
NOR-1419: NOR-1383, NOT-1384
NOR-1422: NOR-1385, NOT-1386
NOR-1425: NOR-1387, NOT-1388
NOR-1428: NOR-1389, NOT-1390
NOR-1431: NOR-1391, NOT-1392
NOR-1434: NOR-1393, NOT-1394
NOR-1437: NOR-1395, NOT-1396
NOR-1440: NOR-1397, NOT-1398
NOR-1443: NOR-1399, NOT-1400
NOR-1446: NOR-1401, AND-546
